metadata:2018-07-12 21:03:56
Number,Time,Oxy,Temperature1,Temperature2,Huminity,Lux,Atmospheric Pressure,
0,2018-07-12 21:03:56,0,28,28.53,94,81,1003.66,0,28
1,2018-07-12 21:04:00,0,28,28.52,95,81,1003.74,0,29
2,2018-07-12 21:04:04,0,28,28.53,95,80,1003.71,0,29
3,2018-07-12 21:04:09,0,28,28.54,95,76,1003.60,0,28
4,2018-07-12 21:04:13,0,28,28.55,95,79,1003.72,0,28
5,2018-07-12 21:04:17,0,28,28.54,94,80,1003.71,0,29
6,2018-07-12 21:04:22,0,28,28.56,94,80,1003.74,0,29
7,2018-07-12 21:04:26,0,28,28.56,94,80,1003.74,0,28
8,2018-07-12 21:04:30,0,28,28.56,94,80,1003.72,0,28
9,2018-07-12 21:04:35,0,29,28.57,95,80,1003.69,0,29
10,2018-07-12 21:04:39,0,28,28.57,94,80,1003.72,0,29
11,2018-07-12 21:04:43,0,28,28.58,94,80,1003.78,0,29
12,2018-07-12 21:04:48,0,29,28.59,95,81,1003.72,0,28
13,2018-07-12 21:04:52,0,29,28.61,94,82,1003.75,0,29
14,2018-07-12 21:04:56,0,29,28.63,94,82,1003.70,0,29
15,2018-07-12 21:05:01,0,29,28.63,94,82,1003.78,0,29
16,2018-07-12 21:05:05,0,29,28.64,94,82,1003.78,0,29
17,2018-07-12 21:05:09,0,29,28.66,94,82,1003.75,0,29
18,2018-07-12 21:05:14,0,29,28.67,94,81,1003.76,0,29
19,2018-07-12 21:05:18,0,29,28.69,94,81,1003.79,0,29
20,2018-07-12 21:05:22,0,29,28.70,94,81,1003.73,0,29
21,2018-07-12 21:05:27,0,29,28.73,93,81,1003.76,0,29
22,2018-07-12 21:05:31,0,29,28.74,93,81,1003.68,0,29
23,2018-07-12 21:05:35,0,29,28.74,93,81,1003.68,0,29
24,2018-07-12 21:05:40,0,29,28.76,93,81,1003.74,0,29
25,2018-07-12 21:05:44,0,29,28.78,93,81,1003.68,0,29
26,2018-07-12 21:05:48,0,29,28.78,93,81,1003.68,0,29
27,2018-07-12 21:05:53,0,29,28.81,93,81,1003.71,0,29
28,2018-07-12 21:05:57,0,29,28.83,93,81,1003.71,0,29
29,2018-07-12 21:06:01,0,29,28.84,93,80,1003.63,0,29
30,2018-07-12 21:06:06,0,29,28.87,92,81,1003.83,0,29
31,2018-07-12 21:06:10,0,29,28.87,92,81,1003.75,0,29
32,2018-07-12 21:06:14,0,29,28.88,92,81,1003.72,0,29
33,2018-07-12 21:06:20,0,29,28.91,92,80,1003.69,0,29
34,2018-07-12 21:06:23,0,29,28.92,92,80,1003.70,0,29
35,2018-07-12 21:06:27,0,29,28.94,92,80,1003.72,0,29
36,2018-07-12 21:06:33,0,29,28.97,92,80,1003.70,0,29
37,2018-07-12 21:06:36,0,29,28.96,92,80,1003.73,0,29
38,2018-07-12 21:06:40,0,29,28.99,92,80,1003.73,0,29
39,2018-07-12 21:06:46,0,29,28.99,92,80,1003.65,0,29
40,2018-07-12 21:06:49,0,29,29.02,92,80,1003.68,0,29
41,2018-07-12 21:06:53,0,29,29.03,92,80,1003.73,0,29
42,2018-07-12 21:06:59,0,29,29.06,92,79,1003.76,0,29
43,2018-07-12 21:07:03,0,29,29.07,92,77,1003.68,0,29
44,2018-07-12 21:07:06,0,29,29.09,91,77,1003.71,0,29
45,2018-07-12 21:07:12,0,29,29.10,91,77,1003.74,0,30
46,2018-07-12 21:07:16,0,29,29.12,91,78,1003.74,0,29
47,2018-07-12 21:07:19,0,29,29.13,91,80,1003.72,0,29
48,2018-07-12 21:07:25,0,29,29.15,91,80,1003.72,0,29
49,2018-07-12 21:07:29,0,29,29.17,91,14,1003.78,0,29
50,2018-07-12 21:07:33,0,29,29.17,91,14,1003.66,0,29
51,2018-07-12 21:07:38,0,29,29.20,91,14,1003.67,0,30
52,2018-07-12 21:07:42,0,29,29.21,91,14,1003.64,0,29
53,2018-07-12 21:07:46,0,29,29.22,91,14,1003.67,0,29
54,2018-07-12 21:07:51,0,29,29.25,91,14,1003.61,0,29
55,2018-07-12 21:07:55,0,29,29.26,91,14,1003.59,0,29
56,2018-07-12 21:07:59,0,29,29.27,91,14,1003.70,0,29
57,2018-07-12 21:08:04,0,29,29.29,90,14,1003.67,0,29
58,2018-07-12 21:08:08,0,29,29.30,90,14,1003.65,0,30
59,2018-07-12 21:08:12,0,29,29.33,90,14,1003.71,0,30
60,2018-07-12 21:08:17,0,29,29.34,90,14,1003.74,0,30
61,2018-07-12 21:08:21,0,29,29.35,90,14,1003.68,0,29
62,2018-07-12 21:08:25,0,29,29.36,90,14,1003.71,0,30
63,2018-07-12 21:08:30,0,29,29.38,90,14,1003.71,0,29
64,2018-07-12 21:08:34,0,29,29.39,90,14,1003.71,0,29
65,2018-07-12 21:08:38,0,29,29.40,90,14,1003.71,0,30
66,2018-07-12 21:08:43,0,29,29.42,90,14,1003.74,0,29
67,2018-07-12 21:08:47,0,29,29.43,90,14,1003.66,0,30
68,2018-07-12 21:08:51,0,29,29.44,90,14,1003.69,0,30
69,2018-07-12 21:08:56,0,29,29.46,89,14,1003.66,0,30
70,2018-07-12 21:09:00,0,29,29.47,89,14,1003.75,0,30
71,2018-07-12 21:09:04,0,29,29.48,89,14,1003.55,0,29
72,2018-07-12 21:09:09,0,29,29.50,89,14,1003.69,0,30
73,2018-07-12 21:09:13,0,29,29.52,89,14,1003.70,0,30
74,2018-07-12 21:09:17,0,30,29.52,89,14,1003.70,0,29
75,2018-07-12 21:09:22,0,29,29.53,89,14,1003.61,0,30
76,2018-07-12 21:09:26,0,29,29.55,89,14,1003.61,0,30
77,2018-07-12 21:09:30,0,29,29.55,89,14,1003.67,0,30
78,2018-07-12 21:09:35,0,29,29.57,89,14,1003.62,0,30
79,2018-07-12 21:09:39,0,29,29.58,89,14,1003.62,0,30
80,2018-07-12 21:09:43,0,30,29.58,89,14,1003.67,0,30
81,2018-07-12 21:09:48,0,29,29.59,88,14,1003.62,0,30
82,2018-07-12 21:09:52,0,30,29.60,89,14,1003.59,0,30
83,2018-07-12 21:09:56,0,29,29.63,88,14,1003.65,0,30
84,2018-07-12 21:10:01,0,30,29.63,88,14,1003.59,0,30
85,2018-07-12 21:10:05,0,30,29.64,88,14,1003.62,0,30
86,2018-07-12 21:10:09,0,30,29.65,88,14,1003.62,0,30
87,2018-07-12 21:10:14,0,30,29.66,88,14,1003.62,0,30
88,2018-07-12 21:10:18,0,30,29.67,88,14,1003.63,0,30
89,2018-07-12 21:10:22,0,30,29.68,88,14,1003.63,0,30
90,2018-07-12 21:10:27,0,30,29.70,88,14,1003.54,0,30
91,2018-07-12 21:10:31,0,30,29.71,88,14,1003.63,0,30
92,2018-07-12 21:10:35,0,30,29.71,88,14,1003.49,0,30
93,2018-07-12 21:10:40,0,30,29.73,88,14,1003.52,0,30
94,2018-07-12 21:10:44,0,30,29.74,88,14,1003.58,0,30
95,2018-07-12 21:10:48,0,30,29.74,88,14,1003.55,0,30
96,2018-07-12 21:10:53,0,30,29.75,88,14,1003.55,0,30
97,2018-07-12 21:10:57,0,30,29.77,88,13,1003.55,0,30
98,2018-07-12 21:11:01,0,30,29.77,88,13,1003.61,0,30
99,2018-07-12 21:11:06,0,30,29.77,88,14,1003.61,0,30
100,2018-07-12 21:11:10,0,30,29.78,87,14,1003.64,0,30
101,2018-07-12 21:11:14,0,30,29.79,87,14,1003.58,0,30
102,2018-07-12 21:11:20,0,30,29.80,87,13,1003.55,0,30
103,2018-07-12 21:11:23,0,30,29.80,87,13,1003.52,0,30
104,2018-07-12 21:11:27,0,30,29.82,87,13,1003.61,0,30
105,2018-07-12 21:11:33,0,30,29.83,87,13,1003.58,0,30
106,2018-07-12 21:11:36,0,30,29.83,87,13,1003.56,0,30
107,2018-07-12 21:11:40,0,30,29.84,87,13,1003.59,0,30
108,2018-07-12 21:11:46,0,30,29.84,87,13,1003.56,0,30
109,2018-07-12 21:11:50,0,30,29.86,87,13,1003.56,0,30
110,2018-07-12 21:11:53,0,30,29.87,87,13,1003.56,0,30
111,2018-07-12 21:11:59,0,30,29.87,87,13,1003.62,0,30
112,2018-07-12 21:12:03,0,30,29.88,87,12,1003.50,0,30
113,2018-07-12 21:12:07,0,30,29.88,87,12,1003.56,0,30
114,2018-07-12 21:12:12,0,30,29.90,87,12,1003.56,0,30
115,2018-07-12 21:12:16,0,30,29.90,87,12,1003.56,0,30
116,2018-07-12 21:12:20,0,30,29.90,87,12,1003.51,0,30
117,2018-07-12 21:12:25,0,30,29.92,87,12,1003.56,0,30
118,2018-07-12 21:12:29,0,30,29.92,87,12,1003.54,0,30
119,2018-07-12 21:12:33,0,30,29.93,86,12,1003.54,0,30
120,2018-07-12 21:12:38,0,30,29.95,87,12,1003.57,0,30
121,2018-07-12 21:12:42,0,30,29.96,87,12,1003.60,0,30
122,2018-07-12 21:12:46,0,30,29.97,86,12,1003.57,0,30
123,2018-07-12 21:12:51,0,30,29.96,86,12,1003.54,0,30
124,2018-07-12 21:12:55,0,30,29.98,86,11,1003.54,0,30
125,2018-07-12 21:12:59,0,30,29.99,86,11,1003.54,0,30
126,2018-07-12 21:13:04,0,30,29.99,86,11,1003.51,0,30
127,2018-07-12 21:13:08,0,30,29.99,86,11,1003.57,0,30
128,2018-07-12 21:13:12,0,30,30.00,86,11,1003.52,0,30
129,2018-07-12 21:13:17,0,30,30.01,86,11,1003.55,0,30
130,2018-07-12 21:13:21,0,30,30.01,86,11,1003.57,0,30
131,2018-07-12 21:13:25,0,30,30.03,86,11,1003.52,0,30
132,2018-07-12 21:13:30,0,30,30.02,86,11,1003.55,0,30
133,2018-07-12 21:13:34,0,30,30.03,86,11,1003.58,0,30
134,2018-07-12 21:13:38,0,30,30.04,86,11,1003.55,0,30
135,2018-07-12 21:13:43,0,30,30.04,86,11,1003.58,0,30
136,2018-07-12 21:13:47,0,30,30.05,86,11,1003.55,0,30
137,2018-07-12 21:13:51,0,30,30.05,86,11,1003.61,0,30
138,2018-07-12 21:13:56,0,30,30.06,86,11,1003.63,0,30
139,2018-07-12 21:14:00,0,30,30.06,86,11,1003.55,0,30
140,2018-07-12 21:14:04,0,30,30.08,86,10,1003.58,0,30
141,2018-07-12 21:14:09,0,30,30.08,86,10,1003.58,0,30
142,2018-07-12 21:14:13,0,30,30.08,86,10,1003.61,0,30
143,2018-07-12 21:14:17,0,30,30.09,86,10,1003.55,0,30
144,2018-07-12 21:14:22,0,30,30.09,85,10,1003.58,0,30
145,2018-07-12 21:14:26,0,30,30.10,85,10,1003.58,0,31
146,2018-07-12 21:14:30,0,30,30.10,85,10,1003.50,0,30
147,2018-07-12 21:14:35,0,30,30.11,85,10,1003.55,0,30
148,2018-07-12 21:14:39,0,30,30.12,85,10,1003.53,0,30
149,2018-07-12 21:14:43,0,30,30.12,85,10,1003.46,0,30
150,2018-07-12 21:14:48,0,30,30.12,85,10,1003.46,0,30
151,2018-07-12 21:14:52,0,30,30.13,85,10,1003.56,0,31
152,2018-07-12 21:14:56,0,30,30.14,85,10,1003.50,0,30
153,2018-07-12 21:15:01,0,30,30.15,85,10,1003.56,0,30
154,2018-07-12 21:15:05,0,30,30.14,85,10,1003.56,0,30
155,2018-07-12 21:15:09,0,30,30.15,85,10,1003.50,0,30
156,2018-07-12 21:15:14,0,30,30.16,85,10,1003.53,0,30
157,2018-07-12 21:15:18,0,30,30.15,85,10,1003.59,0,30
158,2018-07-12 21:15:22,0,30,30.17,85,10,1003.53,0,31
159,2018-07-12 21:15:27,0,30,30.16,85,10,1003.59,0,30
160,2018-07-12 21:15:31,0,30,30.17,85,10,1003.47,0,31
161,2018-07-12 21:15:35,0,30,30.18,85,10,1003.56,0,31
162,2018-07-12 21:15:40,0,30,30.18,85,10,1003.53,0,30
163,2018-07-12 21:15:44,0,30,30.19,85,9,1003.53,0,31
