metadata:2018-08-19 11:52:14
Number,Time,Oxy,Temperature1,Temperature2,Huminity,Lux,Atmospheric Pressure,
0,2018-08-19 11:52:14,0,27,26.83,95,5,991.15,0,28
1,2018-08-19 11:52:18,0,27,26.85,95,5,991.07,0,27
2,2018-08-19 11:52:22,0,27,26.86,95,5,991.07,0,27
3,2018-08-19 11:52:27,0,27,26.87,95,5,991.07,0,27
4,2018-08-19 11:52:31,0,27,26.88,95,5,991.07,0,27
5,2018-08-19 11:52:35,0,27,26.89,95,6,991.07,0,27
6,2018-08-19 11:52:40,0,27,26.90,95,6,991.13,0,27
7,2018-08-19 11:52:44,0,27,26.90,95,6,991.04,0,27
8,2018-08-19 11:52:48,0,27,26.91,95,6,991.07,0,27
9,2018-08-19 11:52:53,0,27,26.93,95,6,990.99,0,28
10,2018-08-19 11:52:57,0,27,26.94,95,6,990.99,0,27
11,2018-08-19 11:53:01,0,27,26.95,95,6,991.08,0,27
12,2018-08-19 11:53:06,0,27,26.97,95,7,991.02,0,27
13,2018-08-19 11:53:10,0,27,26.99,95,7,990.97,0,27
14,2018-08-19 11:53:14,0,27,26.99,95,7,991.05,0,27
15,2018-08-19 11:53:19,0,27,27.01,95,7,991.00,0,27
16,2018-08-19 11:53:23,0,27,27.01,95,7,990.97,0,27
17,2018-08-19 11:53:27,0,27,27.03,95,7,991.00,0,27
18,2018-08-19 11:53:32,0,27,27.05,95,8,991.00,0,28
19,2018-08-19 11:53:36,0,27,27.07,95,8,991.03,0,27
20,2018-08-19 11:53:40,0,27,27.08,95,8,991.09,0,27
21,2018-08-19 11:53:45,0,27,27.10,95,8,991.03,0,27
22,2018-08-19 11:53:49,0,27,27.11,95,8,991.03,0,27
23,2018-08-19 11:53:53,0,27,27.13,95,7,991.06,0,27
24,2018-08-19 11:53:58,0,27,27.15,95,8,991.06,0,27
25,2018-08-19 11:54:02,0,27,27.16,95,8,991.12,0,27
26,2018-08-19 11:54:06,0,28,27.18,95,8,991.15,0,27
27,2018-08-19 11:54:12,0,28,27.20,95,8,991.01,0,27
28,2018-08-19 11:54:15,0,28,27.21,95,8,991.04,0,27
29,2018-08-19 11:54:19,0,28,27.23,95,9,991.01,0,27
30,2018-08-19 11:54:25,0,28,27.25,95,9,991.02,0,28
31,2018-08-19 11:54:29,0,28,27.26,95,9,991.02,0,27
32,2018-08-19 11:54:32,0,28,27.27,95,9,990.96,0,27
33,2018-08-19 11:54:38,0,28,27.29,95,9,991.02,0,27
34,2018-08-19 11:54:42,0,28,27.30,95,9,990.99,0,27
35,2018-08-19 11:54:46,0,28,27.29,95,9,991.05,0,28
36,2018-08-19 11:54:51,0,28,27.33,95,9,991.11,0,27
37,2018-08-19 11:54:55,0,28,27.33,95,9,990.99,0,27
38,2018-08-19 11:54:59,0,28,27.36,95,8,991.02,0,27
39,2018-08-19 11:55:04,0,28,27.37,95,8,991.08,0,28
40,2018-08-19 11:55:08,0,28,27.38,95,8,991.00,0,28
41,2018-08-19 11:55:12,0,28,27.41,95,8,991.03,0,28
42,2018-08-19 11:55:17,0,28,27.42,95,8,991.08,0,27
43,2018-08-19 11:55:21,0,28,27.44,95,8,991.23,0,27
44,2018-08-19 11:55:25,0,28,27.45,95,8,991.17,0,28
45,2018-08-19 11:55:30,0,28,27.46,95,8,990.97,0,27
46,2018-08-19 11:55:34,0,28,27.47,95,8,991.12,0,28
47,2018-08-19 11:55:38,0,28,27.48,95,8,991.03,0,27
48,2018-08-19 11:55:43,0,28,27.50,95,8,991.09,0,27
49,2018-08-19 11:55:47,0,28,27.52,95,8,991.06,0,27
50,2018-08-19 11:55:51,0,28,27.53,95,8,991.09,0,27
51,2018-08-19 11:55:56,0,28,27.54,95,8,991.04,0,27
52,2018-08-19 11:56:00,0,28,27.55,95,8,991.07,0,27
53,2018-08-19 11:56:04,0,28,27.56,95,8,991.01,0,28
54,2018-08-19 11:56:09,0,28,27.58,95,7,990.98,0,28
55,2018-08-19 11:56:13,0,28,27.59,95,7,991.10,0,28
56,2018-08-19 11:56:17,0,28,27.60,95,7,991.07,0,28
57,2018-08-19 11:56:22,0,28,27.62,95,6,991.18,0,28
58,2018-08-19 11:56:26,0,28,27.62,95,6,991.04,0,28
59,2018-08-19 11:56:30,0,28,27.63,95,7,991.10,0,28
60,2018-08-19 11:56:35,0,28,27.64,95,7,991.04,0,28
61,2018-08-19 11:56:39,0,28,27.65,95,7,991.05,0,28
62,2018-08-19 11:56:43,0,28,27.66,95,7,991.10,0,28
63,2018-08-19 11:56:48,0,28,27.67,95,6,991.08,0,28
64,2018-08-19 11:56:52,0,28,27.69,95,6,991.08,0,28
65,2018-08-19 11:56:56,0,28,27.69,95,6,991.10,0,28
66,2018-08-19 11:57:01,0,28,27.70,95,6,991.13,0,28
67,2018-08-19 11:57:05,0,28,27.71,95,6,991.11,0,28
68,2018-08-19 11:57:09,0,28,27.73,95,6,991.00,0,28
69,2018-08-19 11:57:14,0,28,27.73,95,5,991.05,0,28
70,2018-08-19 11:57:18,0,28,27.74,95,5,991.11,0,28
71,2018-08-19 11:57:22,0,28,27.75,95,5,991.19,0,28
72,2018-08-19 11:57:28,0,28,27.77,95,5,991.11,0,28
73,2018-08-19 11:57:31,0,28,27.77,95,5,991.11,0,28
74,2018-08-19 11:57:35,0,28,27.78,95,5,991.17,0,28
75,2018-08-19 11:57:41,0,28,27.79,95,5,991.17,0,28
76,2018-08-19 11:57:45,0,28,27.80,95,4,991.25,0,28
77,2018-08-19 11:57:48,0,28,27.80,95,4,991.17,0,28
78,2018-08-19 11:57:54,0,28,27.81,95,4,991.09,0,28
79,2018-08-19 11:57:58,0,28,27.82,95,4,991.11,0,28
80,2018-08-19 11:58:02,0,28,27.83,95,4,991.12,0,28
81,2018-08-19 11:58:07,0,28,27.84,95,4,991.14,0,28
82,2018-08-19 11:58:11,0,28,27.85,95,4,991.17,0,28
83,2018-08-19 11:58:15,0,28,27.85,95,4,991.20,0,28
84,2018-08-19 11:58:20,0,28,27.85,95,4,991.29,0,28
85,2018-08-19 11:58:24,0,28,27.86,95,4,991.26,0,28
86,2018-08-19 11:58:28,0,28,27.87,95,4,991.18,0,28
87,2018-08-19 11:58:33,0,28,27.87,95,4,991.23,0,28
88,2018-08-19 11:58:37,0,28,27.88,95,4,991.18,0,28
89,2018-08-19 11:58:41,0,28,27.88,95,4,991.23,0,28
90,2018-08-19 11:58:46,0,28,27.89,95,4,991.20,0,28
91,2018-08-19 11:58:50,0,28,27.90,95,4,991.32,0,28
92,2018-08-19 11:58:54,0,28,27.91,95,4,991.35,0,28
93,2018-08-19 11:58:59,0,28,27.91,95,3,991.26,0,28
94,2018-08-19 11:59:03,0,28,27.92,95,4,991.29,0,28
95,2018-08-19 11:59:07,0,28,27.93,95,3,991.38,0,28
96,2018-08-19 11:59:12,0,28,27.94,95,3,991.29,0,28
97,2018-08-19 11:59:16,0,28,27.95,95,3,991.32,0,28
98,2018-08-19 11:59:20,0,28,27.96,95,3,991.35,0,28
99,2018-08-19 11:59:25,0,28,27.97,95,3,991.24,0,28
100,2018-08-19 11:59:29,0,28,27.98,95,3,991.32,0,28
101,2018-08-19 11:59:33,0,28,27.99,95,3,991.21,0,28
102,2018-08-19 11:59:38,0,28,27.99,95,3,991.24,0,28
103,2018-08-19 11:59:42,0,28,28.00,95,3,991.18,0,28
104,2018-08-19 11:59:46,0,28,28.02,95,3,991.27,0,28
105,2018-08-19 11:59:51,0,28,28.02,95,3,991.30,0,28
106,2018-08-19 11:59:55,0,28,28.02,95,3,991.24,0,28
107,2018-08-19 11:59:59,0,28,28.04,95,3,991.33,0,28
108,2018-08-19 12:00:04,0,29,28.05,95,3,991.25,0,28
109,2018-08-19 12:00:08,0,29,28.05,95,3,991.27,0,28
110,2018-08-19 12:00:12,0,29,28.07,95,3,991.33,0,28
111,2018-08-19 12:00:17,0,28,28.08,95,3,991.36,0,28
