metadata:2018-05-15 19:35:58
Number,Time,Oxy,Temperature1,Temperature2,Huminity,Lux,Atmospheric Pressure,
0,2018-05-15 19:35:58,0,19,19.61,77,37,1000.37,0
1,2018-05-15 19:36:02,0,19,19.60,77,37,1000.31,0
2,2018-05-15 19:36:06,0,19,19.62,77,36,1000.37,0
3,2018-05-15 19:36:12,0,19,19.63,77,37,1000.40,0
4,2018-05-15 19:36:16,0,19,19.64,77,37,1000.37,0
5,2018-05-15 19:36:20,0,19,19.64,77,37,1000.37,0
6,2018-05-15 19:36:25,0,19,19.66,77,37,1000.34,0
7,2018-05-15 19:36:29,0,19,19.66,77,35,1000.29,0
8,2018-05-15 19:36:33,0,19,19.66,77,37,1000.37,0
9,2018-05-15 19:36:39,0,19,19.65,77,37,1000.32,0
10,2018-05-15 19:36:43,0,19,19.67,77,37,1000.35,0
11,2018-05-15 19:36:47,0,19,19.67,77,36,1000.32,0
12,2018-05-15 19:36:52,0,19,19.68,77,38,1000.38,0
13,2018-05-15 19:36:56,0,19,19.69,77,38,1000.35,0
14,2018-05-15 19:37:00,0,19,19.70,77,38,1000.35,0
15,2018-05-15 19:37:05,0,19,19.70,77,38,1000.32,0
16,2018-05-15 19:37:09,0,19,19.71,77,38,1000.41,0
17,2018-05-15 19:37:13,0,19,19.71,77,37,1000.35,0
18,2018-05-15 19:37:19,0,19,19.73,77,38,1000.30,0
19,2018-05-15 19:37:23,0,19,19.75,77,37,1000.30,0
20,2018-05-15 19:37:27,0,19,19.76,77,37,1000.38,0
21,2018-05-15 19:37:32,0,19,19.77,77,38,1000.35,0
22,2018-05-15 19:37:36,0,19,19.78,77,38,1000.30,0
23,2018-05-15 19:37:40,0,19,19.80,77,38,1000.38,0
24,2018-05-15 19:37:45,0,19,19.80,77,37,1000.30,0
25,2018-05-15 19:37:49,0,19,19.81,77,37,1000.30,0
26,2018-05-15 19:37:53,0,19,19.83,77,38,1000.36,0
27,2018-05-15 19:37:59,0,19,19.83,77,38,1000.33,0
28,2018-05-15 19:38:03,0,19,19.85,77,38,1000.36,0
29,2018-05-15 19:38:07,0,20,19.86,77,37,1000.33,0
30,2018-05-15 19:38:12,0,20,19.87,77,38,1000.36,0
31,2018-05-15 19:38:16,0,20,19.88,77,38,1000.34,0
32,2018-05-15 19:38:20,0,20,19.89,77,0,1000.34,0
33,2018-05-15 19:38:26,0,20,19.91,76,0,1000.34,0
34,2018-05-15 19:38:30,0,20,19.92,76,0,1000.31,0
35,2018-05-15 19:38:34,0,20,19.93,76,0,1000.34,0
36,2018-05-15 19:38:39,0,20,19.94,76,0,1000.40,0
37,2018-05-15 19:38:43,0,20,19.96,76,0,1000.31,0
38,2018-05-15 19:38:47,0,20,19.97,76,0,1000.34,0
39,2018-05-15 19:38:52,0,20,19.97,76,0,1000.32,0
40,2018-05-15 19:38:56,0,20,19.99,76,0,1000.35,0
41,2018-05-15 19:39:00,0,20,20.00,76,0,1000.37,0
42,2018-05-15 19:39:06,0,20,20.01,76,0,1000.29,0
43,2018-05-15 19:39:10,0,20,20.02,76,0,1000.32,0
44,2018-05-15 19:39:14,0,20,20.04,76,0,1000.41,0
45,2018-05-15 19:39:19,0,20,20.06,76,0,1000.41,0
46,2018-05-15 19:39:23,0,20,20.07,76,0,1000.41,0
47,2018-05-15 19:39:27,0,20,20.07,76,0,1000.41,0
48,2018-05-15 19:39:32,0,20,20.09,76,0,1000.36,0
49,2018-05-15 19:39:36,0,20,20.10,76,0,1000.36,0
50,2018-05-15 19:39:40,0,20,20.11,76,0,1000.41,0
51,2018-05-15 19:39:46,0,20,20.13,76,0,1000.39,0
52,2018-05-15 19:39:50,0,20,20.14,76,0,1000.41,0
53,2018-05-15 19:39:54,0,20,20.14,76,0,1000.44,0
54,2018-05-15 19:39:59,0,20,20.16,76,0,1000.39,0
55,2018-05-15 19:40:03,0,20,20.16,76,0,1000.33,0
56,2018-05-15 19:40:07,0,20,20.18,76,0,1000.42,0
57,2018-05-15 19:40:13,0,20,20.19,76,0,1000.36,0
58,2018-05-15 19:40:17,0,20,20.20,76,0,1000.36,0
59,2018-05-15 19:40:21,0,20,20.21,76,0,1000.39,0
60,2018-05-15 19:40:26,0,20,20.22,75,0,1000.37,0
61,2018-05-15 19:40:30,0,20,20.23,75,0,1000.40,0
62,2018-05-15 19:40:34,0,20,20.24,75,0,1000.37,0
63,2018-05-15 19:40:39,0,20,20.24,75,0,1000.42,0
64,2018-05-15 19:40:43,0,20,20.26,75,0,1000.37,0
65,2018-05-15 19:40:47,0,20,20.26,75,0,1000.34,0
66,2018-05-15 19:40:53,0,20,20.28,75,0,1000.34,0
67,2018-05-15 19:40:57,0,20,20.27,75,0,1000.32,0
68,2018-05-15 19:41:01,0,20,20.30,75,0,1000.32,0
69,2018-05-15 19:41:06,0,20,20.31,75,0,1000.40,0
70,2018-05-15 19:41:10,0,20,20.31,75,0,1000.43,0
71,2018-05-15 19:41:14,0,20,20.32,75,0,1000.37,0
72,2018-05-15 19:41:19,0,20,20.33,75,0,1000.43,0
73,2018-05-15 19:41:23,0,20,20.34,75,0,1000.32,0
74,2018-05-15 19:41:28,0,20,20.35,75,0,1000.35,0
75,2018-05-15 19:41:33,0,20,20.37,75,0,1000.38,0
76,2018-05-15 19:41:37,0,20,20.38,75,0,1000.44,0
77,2018-05-15 19:41:41,0,20,20.38,75,0,1000.32,0
78,2018-05-15 19:41:46,0,20,20.40,75,0,1000.38,0
79,2018-05-15 19:41:50,0,20,20.41,75,0,1000.35,0
80,2018-05-15 19:41:54,0,20,20.41,75,0,1000.38,0
81,2018-05-15 19:42:00,0,20,20.42,75,0,1000.36,0
82,2018-05-15 19:42:04,0,20,20.43,75,0,1000.30,0
83,2018-05-15 19:42:08,0,20,20.44,75,0,1000.33,0
84,2018-05-15 19:42:13,0,20,20.45,75,0,1000.27,0
85,2018-05-15 19:42:17,0,20,20.45,75,0,1000.27,0
86,2018-05-15 19:42:21,0,20,20.47,74,0,1000.30,0
87,2018-05-15 19:42:26,0,20,20.48,74,0,1000.28,0
88,2018-05-15 19:42:30,0,20,20.48,74,0,1000.33,0
89,2018-05-15 19:42:34,0,20,20.50,74,0,1000.33,0
90,2018-05-15 19:42:40,0,20,20.50,74,0,1000.28,0
91,2018-05-15 19:42:44,0,20,20.51,74,0,1000.28,0
92,2018-05-15 19:42:48,0,20,20.52,74,0,1000.33,0
93,2018-05-15 19:42:53,0,20,20.53,74,0,1000.31,0
94,2018-05-15 19:42:57,0,20,20.52,74,0,1000.28,0
95,2018-05-15 19:43:01,0,20,20.54,74,0,1000.37,0
96,2018-05-15 19:43:07,0,20,20.55,74,0,1000.31,0
97,2018-05-15 19:43:11,0,20,20.56,74,0,1000.34,0
98,2018-05-15 19:43:15,0,20,20.57,74,0,1000.31,0
99,2018-05-15 19:43:20,0,20,20.58,74,0,1000.34,0
100,2018-05-15 19:43:24,0,20,20.58,74,0,1000.28,0
101,2018-05-15 19:43:28,0,20,20.59,74,0,1000.34,0
102,2018-05-15 19:43:33,0,20,20.60,74,0,1000.34,0
103,2018-05-15 19:43:37,0,20,20.61,74,0,1000.37,0
104,2018-05-15 19:43:41,0,20,20.61,74,0,1000.32,0
105,2018-05-15 19:43:47,0,20,20.61,74,0,1000.34,0
106,2018-05-15 19:43:51,0,20,20.63,74,0,1000.35,0
107,2018-05-15 19:43:55,0,20,20.63,74,0,1000.32,0
108,2018-05-15 19:44:00,0,20,20.64,74,0,1000.38,0
109,2018-05-15 19:44:04,0,20,20.65,74,0,1000.35,0
110,2018-05-15 19:44:08,0,20,20.65,74,0,1000.35,0
111,2018-05-15 19:44:13,0,20,20.66,74,0,1000.29,0
112,2018-05-15 19:44:17,0,20,20.67,73,0,1000.35,0
113,2018-05-15 19:44:21,0,20,20.67,73,0,1000.32,0
114,2018-05-15 19:44:27,0,20,20.68,73,0,1000.35,0
115,2018-05-15 19:44:31,0,20,20.68,74,0,1000.32,0
116,2018-05-15 19:44:35,0,20,20.70,73,0,1000.32,0
117,2018-05-15 19:44:40,0,20,20.71,73,0,1000.38,0
118,2018-05-15 19:44:44,0,20,20.72,73,0,1000.30,0
119,2018-05-15 19:44:48,0,20,20.72,73,0,1000.32,0
120,2018-05-15 19:44:54,0,20,20.73,73,0,1000.30,0
121,2018-05-15 19:44:58,0,20,20.73,73,0,1000.33,0
122,2018-05-15 19:45:02,0,20,20.75,73,0,1000.38,0
123,2018-05-15 19:45:07,0,20,20.74,73,0,1000.44,0
124,2018-05-15 19:45:11,0,20,20.76,73,0,1000.33,0
125,2018-05-15 19:45:15,0,20,20.76,73,0,1000.33,0
126,2018-05-15 19:45:20,0,20,20.77,73,0,1000.36,0
127,2018-05-15 19:45:24,0,20,20.78,73,0,1000.39,0
128,2018-05-15 19:45:28,0,20,20.78,73,0,1000.36,0
129,2018-05-15 19:45:34,0,20,20.80,73,0,1000.36,0
130,2018-05-15 19:45:38,0,20,20.79,73,0,1000.36,0
131,2018-05-15 19:45:42,0,20,20.80,73,0,1000.39,0
132,2018-05-15 19:45:47,0,20,20.81,73,0,1000.45,0
133,2018-05-15 19:45:51,0,20,20.82,73,0,1000.36,0
134,2018-05-15 19:45:55,0,20,20.82,73,0,1000.39,0
135,2018-05-15 19:46:01,0,20,20.82,73,0,1000.31,0
136,2018-05-15 19:46:05,0,21,20.84,74,0,1000.39,0
137,2018-05-15 19:46:09,0,21,20.84,74,0,1000.39,0
138,2018-05-15 19:46:14,0,21,20.85,74,0,1000.37,0
139,2018-05-15 19:46:18,0,21,20.85,74,0,1000.34,0
140,2018-05-15 19:46:22,0,20,20.86,73,0,1000.34,0
141,2018-05-15 19:46:27,0,21,20.86,74,0,1000.37,0
142,2018-05-15 19:46:31,0,21,20.86,74,0,1000.37,0
143,2018-05-15 19:46:35,0,21,20.87,74,0,1000.28,0
144,2018-05-15 19:46:41,0,21,20.88,74,0,1000.31,0
145,2018-05-15 19:46:45,0,21,20.89,74,0,1000.28,0
146,2018-05-15 19:46:49,0,21,20.89,74,0,1000.37,0
147,2018-05-15 19:46:54,0,21,20.91,74,0,1000.34,0
148,2018-05-15 19:46:58,0,21,20.90,74,0,1000.34,0
149,2018-05-15 19:47:02,0,21,20.91,74,0,1000.34,0
150,2018-05-15 19:47:07,0,21,20.91,74,0,1000.34,0
151,2018-05-15 19:47:11,0,21,20.92,73,0,1000.34,0
152,2018-05-15 19:47:15,0,21,20.92,73,0,1000.34,0
153,2018-05-15 19:47:21,0,21,20.94,73,0,1000.37,0
154,2018-05-15 19:47:25,0,21,20.94,73,0,1000.37,0
155,2018-05-15 19:47:29,0,21,20.95,73,0,1000.40,0
156,2018-05-15 19:47:34,0,21,20.95,73,0,1000.35,0
157,2018-05-15 19:47:38,0,21,20.96,73,0,1000.32,0
158,2018-05-15 19:47:42,0,21,20.97,73,0,1000.40,0
159,2018-05-15 19:47:48,0,21,20.97,73,0,1000.38,0
160,2018-05-15 19:47:52,0,21,20.98,73,0,1000.46,0
161,2018-05-15 19:47:56,0,21,20.99,73,0,1000.38,0
162,2018-05-15 19:48:01,0,21,20.99,73,0,1000.38,0
163,2018-05-15 19:48:05,0,21,20.99,73,0,1000.41,0
164,2018-05-15 19:48:09,0,21,20.99,73,0,1000.38,0
165,2018-05-15 19:48:14,0,21,21.00,73,0,1000.41,0
166,2018-05-15 19:48:18,0,21,21.00,73,0,1000.41,0
167,2018-05-15 19:48:22,0,21,21.01,73,0,1000.38,0
168,2018-05-15 19:48:28,0,21,21.02,73,0,1000.38,0
169,2018-05-15 19:48:32,0,21,21.02,73,0,1000.38,0
170,2018-05-15 19:48:36,0,21,21.03,73,0,1000.38,0
171,2018-05-15 19:48:41,0,21,21.03,73,0,1000.30,0
172,2018-05-15 19:48:45,0,21,21.03,73,0,1000.41,0
173,2018-05-15 19:48:49,0,21,21.04,73,0,1000.41,0
174,2018-05-15 19:48:55,0,21,21.05,73,0,1000.38,0
175,2018-05-15 19:48:59,0,21,21.05,73,0,1000.38,0
176,2018-05-15 19:49:03,0,21,21.06,73,0,1000.35,0
177,2018-05-15 19:49:08,0,21,21.06,73,0,1000.35,0
178,2018-05-15 19:49:12,0,21,21.07,73,0,1000.38,0
179,2018-05-15 19:49:16,0,21,21.07,73,0,1000.38,0
180,2018-05-15 19:49:21,0,21,21.08,73,0,1000.30,0
181,2018-05-15 19:49:25,0,21,21.07,73,0,1000.33,0
182,2018-05-15 19:49:29,0,21,21.09,73,0,1000.36,0
183,2018-05-15 19:49:35,0,21,21.09,73,0,1000.33,0
184,2018-05-15 19:49:39,0,21,21.09,73,0,1000.39,0
185,2018-05-15 19:49:43,0,21,21.09,73,0,1000.36,0
186,2018-05-15 19:49:48,0,21,21.10,72,0,1000.39,0
187,2018-05-15 19:49:52,0,21,21.10,72,0,1000.36,0
188,2018-05-15 19:49:56,0,21,21.10,72,0,1000.39,0
189,2018-05-15 19:50:01,0,21,21.11,73,0,1000.39,0
190,2018-05-15 19:50:06,0,21,21.12,72,0,1000.36,0
191,2018-05-15 19:50:10,0,21,21.12,72,0,1000.36,0
192,2018-05-15 19:50:15,0,21,21.12,72,0,1000.33,0
193,2018-05-15 19:50:19,0,21,21.13,72,0,1000.31,0
194,2018-05-15 19:50:23,0,21,21.13,72,0,1000.33,0
195,2018-05-15 19:50:28,0,21,21.14,72,0,1000.39,0
196,2018-05-15 19:50:32,0,21,21.14,72,0,1000.31,0
197,2018-05-15 19:50:36,0,21,21.15,72,0,1000.33,0
198,2018-05-15 19:50:42,0,21,21.15,72,0,1000.31,0
199,2018-05-15 19:50:46,0,21,21.15,72,0,1000.31,0
200,2018-05-15 19:50:50,0,21,21.16,72,0,1000.28,0
201,2018-05-15 19:50:55,0,21,21.16,72,0,1000.34,0
202,2018-05-15 19:50:59,0.0013,21,21.16,72,0,1000.31,0
203,2018-05-15 19:51:03,0.0027,21,21.17,72,0,1000.31,0
204,2018-05-15 19:51:08,0,21,21.17,72,0,1000.34,0
205,2018-05-15 19:51:12,0,21,21.18,72,0,1000.28,0
206,2018-05-15 19:51:17,0,21,21.17,72,0,1000.31,0
207,2018-05-15 19:51:22,0.0040,21,21.19,72,0,1000.25,0
208,2018-05-15 19:51:26,0.0040,21,21.19,72,0,1000.31,0
209,2018-05-15 19:51:30,0.0040,21,21.19,72,0,1000.31,0
210,2018-05-15 19:51:35,0.0040,21,21.19,72,0,1000.23,0
211,2018-05-15 19:51:39,0.0040,21,21.20,72,0,1000.34,0
212,2018-05-15 19:51:43,0.0040,21,21.19,72,0,1000.34,0
213,2018-05-15 19:51:49,0.0040,21,21.20,72,0,1000.31,0
214,2018-05-15 19:51:53,0.0040,21,21.21,72,0,1000.26,0
215,2018-05-15 19:51:57,0.0040,21,21.20,72,0,1000.26,0
216,2018-05-15 19:52:02,0.0040,21,21.21,72,0,1000.28,0
217,2018-05-15 19:52:06,0.0040,21,21.21,72,0,1000.28,0
218,2018-05-15 19:52:10,0.0040,21,21.22,72,0,1000.31,0
219,2018-05-15 19:52:16,0.0040,21,21.22,72,0,1000.29,0
220,2018-05-15 19:52:20,0.0040,21,21.22,72,0,1000.29,0
221,2018-05-15 19:52:24,0.0040,21,21.23,72,0,1000.26,0
222,2018-05-15 19:52:29,0.0040,21,21.23,72,0,1000.31,0
223,2018-05-15 19:52:33,0.0040,21,21.23,72,0,1000.31,0
224,2018-05-15 19:52:37,0.0040,21,21.24,72,0,1000.34,0
225,2018-05-15 19:52:43,0.0040,21,21.24,72,0,1000.37,0
226,2018-05-15 19:52:47,0.0040,21,21.24,72,0,1000.34,0
227,2018-05-15 19:52:51,0.0040,21,21.23,72,0,1000.34,0
228,2018-05-15 19:52:56,0.0040,21,21.24,72,0,1000.32,0
229,2018-05-15 19:53:00,0.0040,21,21.25,72,0,1000.32,0
230,2018-05-15 19:53:04,0.0040,21,21.25,72,0,1000.29,0
231,2018-05-15 19:53:09,0.0040,21,21.26,72,0,1000.29,0
232,2018-05-15 19:53:13,0.0040,21,21.26,72,0,1000.29,0
233,2018-05-15 19:53:17,0.0040,21,21.26,72,0,1000.26,0
234,2018-05-15 19:53:23,0.0040,21,21.25,72,0,1000.29,0
235,2018-05-15 19:53:27,0.0054,21,21.27,72,0,1000.32,0
236,2018-05-15 19:53:31,0.0080,21,21.26,72,0,1000.32,0
237,2018-05-15 19:53:36,0.0080,21,21.28,72,0,1000.26,0
238,2018-05-15 19:53:40,0.0080,21,21.27,72,0,1000.29,0
239,2018-05-15 19:53:44,0.0080,21,21.29,72,0,1000.26,0
240,2018-05-15 19:53:50,0.0080,21,21.28,72,0,1000.29,0
241,2018-05-15 19:53:54,0.0054,21,21.28,72,0,1000.26,0
242,2018-05-15 19:53:58,0.0040,21,21.29,72,0,1000.29,0
243,2018-05-15 19:54:03,0.0040,21,21.29,72,0,1000.26,0
244,2018-05-15 19:54:07,0.0040,21,21.30,72,0,1000.29,0
245,2018-05-15 19:54:11,0.0040,21,21.30,71,0,1000.26,0
246,2018-05-15 19:54:17,0.0040,21,21.30,71,0,1000.24,0
247,2018-05-15 19:54:21,0.0040,21,21.30,71,0,1000.24,0
248,2018-05-15 19:54:25,0.0040,21,21.31,71,0,1000.26,0
249,2018-05-15 19:54:30,0.0054,21,21.31,71,0,1000.15,0
250,2018-05-15 19:54:34,0.0080,21,21.31,71,0,1000.24,0
251,2018-05-15 19:54:38,0.0080,21,21.31,71,0,1000.29,0
252,2018-05-15 19:54:44,0.0080,21,21.31,71,0,1000.15,0
253,2018-05-15 19:54:48,0.0080,21,21.32,71,0,1000.27,0
254,2018-05-15 19:54:52,0.0080,21,21.32,71,0,1000.15,0
255,2018-05-15 19:54:57,0.0080,21,21.33,71,0,1000.21,0
256,2018-05-15 19:55:01,0.0080,21,21.32,71,0,1000.15,0
257,2018-05-15 19:55:05,0.0080,21,21.34,71,0,1000.18,0
258,2018-05-15 19:55:10,0.0080,21,21.34,71,0,1000.27,0
259,2018-05-15 19:55:14,0.0080,21,21.34,71,0,1000.16,0
260,2018-05-15 19:55:18,0.0080,21,21.34,71,0,1000.16,0
261,2018-05-15 19:55:24,0.0080,21,21.35,71,0,1000.16,0
262,2018-05-15 19:55:28,0.0080,21,21.35,71,0,1000.16,0
263,2018-05-15 19:55:32,0.0080,21,21.35,71,0,1000.13,0
264,2018-05-15 19:55:37,0.0080,21,21.35,71,0,1000.18,0
265,2018-05-15 19:55:41,0.0080,21,21.36,71,0,1000.13,0
266,2018-05-15 19:55:45,0.0080,21,21.35,71,0,1000.07,0
267,2018-05-15 19:55:51,0.0080,21,21.35,71,0,1000.16,0
268,2018-05-15 19:55:55,0.0080,21,21.36,71,0,1000.02,0
269,2018-05-15 19:55:59,0.0080,21,21.36,71,0,1000.16,0
270,2018-05-15 19:56:04,0.0080,21,21.36,71,0,1000.13,0
271,2018-05-15 19:56:08,0.0080,21,21.37,71,0,1000.16,0
272,2018-05-15 19:56:12,0.0080,21,21.37,71,0,1000.07,0
273,2018-05-15 19:56:18,0.0080,21,21.37,71,0,1000.13,0
274,2018-05-15 19:56:22,0.0080,21,21.38,71,0,1000.19,0
275,2018-05-15 19:56:26,0.0080,21,21.37,71,0,1000.05,0
276,2018-05-15 19:56:31,0.0080,21,21.38,71,0,1000.05,0
277,2018-05-15 19:56:35,0.0080,21,21.37,71,0,1000.02,0
278,2018-05-15 19:56:39,0.0080,21,21.38,71,0,1000.02,0
279,2018-05-15 19:56:45,0.0080,21,21.38,71,0,999.99,0
280,2018-05-15 19:56:49,0.0080,21,21.38,71,0,1000.13,0
281,2018-05-15 19:56:53,0.0080,21,21.38,71,0,1000.05,0
282,2018-05-15 19:56:58,0.0080,21,21.39,71,0,1000.02,0
283,2018-05-15 19:57:02,0.0080,21,21.39,71,0,1000.05,0
284,2018-05-15 19:57:06,0.0080,21,21.39,71,0,1000.08,0
285,2018-05-15 19:57:11,0.0094,21,21.39,71,0,1000.13,0
286,2018-05-15 19:57:15,0.0121,21,21.40,71,0,999.97,0
287,2018-05-15 19:57:19,0.0121,21,21.40,71,0,1000.16,0
288,2018-05-15 19:57:25,0.0121,21,21.40,71,0,1000.08,0
289,2018-05-15 19:57:29,0.0121,21,21.40,71,0,1000.05,0
290,2018-05-15 19:57:33,0.0121,21,21.40,71,0,1000.02,0
291,2018-05-15 19:57:38,0.0121,21,21.41,71,0,999.97,0
292,2018-05-15 19:57:42,0.0121,21,21.41,71,0,1000.05,0
293,2018-05-15 19:57:46,0.0121,21,21.40,71,0,999.99,0
294,2018-05-15 19:57:52,0.0121,21,21.40,71,0,999.99,0
295,2018-05-15 19:57:56,0.0121,21,21.42,71,0,1000.00,0
296,2018-05-15 19:58:00,0.0121,21,21.42,71,0,1000.05,0
297,2018-05-15 19:58:05,0.0121,21,21.41,71,0,1000.02,0
298,2018-05-15 19:58:09,0.0134,21,21.42,71,0,1000.05,0
299,2018-05-15 19:58:13,0.0161,21,21.41,71,0,1000.02,0
300,2018-05-15 19:58:19,0.0134,21,21.42,71,0,999.97,0
301,2018-05-15 19:58:23,0.0121,21,21.42,71,0,1000.00,0
302,2018-05-15 19:58:27,0.0134,21,21.43,71,0,1000.02,0
303,2018-05-15 19:58:32,0.0174,21,21.43,71,0,1000.08,0
304,2018-05-15 19:58:36,0.0174,21,21.43,71,0,1000.00,0
305,2018-05-15 19:58:40,0.0174,21,21.42,71,0,999.94,0
306,2018-05-15 19:58:45,0.0174,21,21.44,71,0,1000.00,0
307,2018-05-15 19:58:50,0.0174,21,21.43,71,0,1000.00,0
308,2018-05-15 19:58:54,0.0174,21,21.43,71,0,1000.00,0
309,2018-05-15 19:58:59,0.0174,21,21.43,71,0,999.94,0
310,2018-05-15 19:59:03,0.0174,21,21.44,71,0,1000.00,0
311,2018-05-15 19:59:07,0.0174,21,21.43,71,0,999.97,0
312,2018-05-15 19:59:12,0.0174,21,21.44,71,0,999.94,0
313,2018-05-15 19:59:16,0.0174,21,21.44,71,0,999.94,0
314,2018-05-15 19:59:20,0.0174,21,21.45,71,0,999.97,0
315,2018-05-15 19:59:26,0.0174,21,21.45,71,0,1000.02,0
316,2018-05-15 19:59:30,0.0174,21,21.45,71,0,1000.00,0
317,2018-05-15 19:59:34,0.0174,21,21.45,71,0,1000.00,0
318,2018-05-15 19:59:39,0.0174,21,21.45,71,0,999.94,0
319,2018-05-15 19:59:43,0.0174,21,21.45,71,0,1000.05,0
320,2018-05-15 19:59:47,0.0174,21,21.46,70,0,1000.00,0
321,2018-05-15 19:59:53,0.0174,21,21.46,71,0,1000.03,0
322,2018-05-15 19:59:57,0.0174,21,21.46,71,0,1000.03,0
323,2018-05-15 20:00:01,0.0174,21,21.46,71,0,1000.00,0
324,2018-05-15 20:00:06,0.0174,21,21.46,71,0,999.97,0
325,2018-05-15 20:00:10,0.0174,21,21.46,71,0,999.94,0
326,2018-05-15 20:00:14,0.0174,21,21.46,71,0,999.97,0
327,2018-05-15 20:00:20,0.0174,21,21.46,71,0,999.94,0
328,2018-05-15 20:00:24,0.0174,21,21.47,71,0,1000.00,0
329,2018-05-15 20:00:28,0.0174,21,21.47,71,0,1000.03,0
330,2018-05-15 20:00:33,0.0174,21,21.47,71,0,999.97,0
331,2018-05-15 20:00:37,0.0174,21,21.47,71,0,1000.03,0
332,2018-05-15 20:00:41,0.0174,21,21.46,71,0,999.94,0
333,2018-05-15 20:00:46,0.0174,21,21.47,71,0,999.97,0
334,2018-05-15 20:00:50,0.0174,21,21.48,71,0,1000.03,0
335,2018-05-15 20:00:55,0.0174,21,21.48,70,0,1000.00,0
336,2018-05-15 20:01:00,0.0174,21,21.48,70,0,999.97,0
337,2018-05-15 20:01:04,0.0174,21,21.48,70,0,999.97,0
338,2018-05-15 20:01:08,0.0174,21,21.49,70,0,1000.03,0
339,2018-05-15 20:01:13,0.0174,21,21.48,71,0,999.94,0
340,2018-05-15 20:01:17,0.0174,21,21.48,70,0,999.92,0
341,2018-05-15 20:01:21,0.0174,21,21.49,70,0,1000.00,0
342,2018-05-15 20:01:27,0.0174,21,21.49,70,0,999.92,0
343,2018-05-15 20:01:31,0.0174,21,21.49,70,0,999.97,0
344,2018-05-15 20:01:35,0.0174,21,21.49,70,0,1000.00,0
345,2018-05-15 20:01:40,0.0174,21,21.48,70,0,999.92,0
346,2018-05-15 20:01:44,0.0174,21,21.49,70,0,999.92,0
347,2018-05-15 20:01:48,0.0174,21,21.49,70,0,999.94,0
348,2018-05-15 20:01:54,0.0174,21,21.49,70,0,1000.06,0
349,2018-05-15 20:01:58,0.0174,21,21.50,70,0,999.97,0
350,2018-05-15 20:02:02,0.0174,21,21.50,70,0,999.92,0
351,2018-05-15 20:02:07,0.0174,21,21.49,70,0,1000.00,0
352,2018-05-15 20:02:11,0.0174,21,21.50,70,0,999.95,0
353,2018-05-15 20:02:15,0.0174,21,21.49,70,0,999.86,0
354,2018-05-15 20:02:21,0.0174,21,21.50,70,0,999.89,0
355,2018-05-15 20:02:25,0.0201,21,21.50,70,0,999.97,0
356,2018-05-15 20:02:29,0.0214,21,21.50,70,0,999.95,0
357,2018-05-15 20:02:34,0.0214,21,21.50,70,0,999.89,0
358,2018-05-15 20:02:38,0.0214,21,21.50,70,0,999.95,0
359,2018-05-15 20:02:42,0.0214,21,21.50,70,0,999.86,0
360,2018-05-15 20:02:47,0.0214,21,21.50,70,0,999.92,0
361,2018-05-15 20:02:51,0.0214,21,21.52,70,0,999.92,0
362,2018-05-15 20:02:55,0.0214,21,21.51,70,0,999.92,0
363,2018-05-15 20:03:01,0.0214,21,21.51,70,0,999.86,0
364,2018-05-15 20:03:05,0.0214,21,21.51,70,0,999.92,0
365,2018-05-15 20:03:09,0.0214,21,21.51,70,0,999.92,0
366,2018-05-15 20:03:14,0.0214,21,21.51,70,0,999.92,0
367,2018-05-15 20:03:18,0.0214,21,21.50,70,0,999.78,0
368,2018-05-15 20:03:22,0.0214,21,21.51,70,0,999.92,0
369,2018-05-15 20:03:28,0.0214,21,21.51,70,0,999.97,0
370,2018-05-15 20:03:32,0.0214,21,21.51,70,0,999.89,0
371,2018-05-15 20:03:36,0.0214,21,21.52,70,0,999.92,0
372,2018-05-15 20:03:41,0.0214,21,21.52,70,0,999.89,0
373,2018-05-15 20:03:45,0.0214,21,21.53,70,0,999.89,0
374,2018-05-15 20:03:49,0.0214,21,21.52,70,0,999.92,0
375,2018-05-15 20:03:55,0.0214,21,21.52,70,0,999.89,0
376,2018-05-15 20:03:59,0.0214,21,21.52,70,0,999.86,0
377,2018-05-15 20:04:03,0.0228,21,21.53,70,0,999.86,0
378,2018-05-15 20:04:08,0.0254,21,21.52,70,0,999.86,0
379,2018-05-15 20:04:12,0.0254,21,21.53,70,0,999.89,0
380,2018-05-15 20:04:16,0.0254,21,21.53,70,0,999.89,0
381,2018-05-15 20:04:21,0.0254,21,21.53,70,0,999.86,0
382,2018-05-15 20:04:25,0.0254,21,21.54,70,0,999.87,0
383,2018-05-15 20:04:29,0.0241,21,21.53,70,0,999.84,0
384,2018-05-15 20:04:35,0.0228,21,21.54,70,0,999.84,0
385,2018-05-15 20:04:39,0.0254,21,21.54,70,0,999.87,0
386,2018-05-15 20:04:43,0.0254,21,21.54,70,0,999.78,0
387,2018-05-15 20:04:48,0.0254,21,21.54,70,0,999.81,0
388,2018-05-15 20:04:52,0.0254,21,21.55,70,0,999.87,0
389,2018-05-15 20:04:56,0.0254,21,21.55,70,0,999.87,0
390,2018-05-15 20:05:02,0.0254,21,21.54,70,0,999.81,0
391,2018-05-15 20:05:06,0.0228,21,21.54,70,0,999.81,0
392,2018-05-15 20:05:10,0.0214,21,21.54,70,0,999.84,0
393,2018-05-15 20:05:15,0.0214,21,21.54,70,0,999.84,0
394,2018-05-15 20:05:19,0.0214,21,21.54,70,0,999.78,0
