metadata:2018-06-28 08:11:20
Number,Time,Oxy,Temperature1,Temperature2,Huminity,Lux,Atmospheric Pressure,
0,2018-06-28 08:11:21,0,23,23.51,85,429,1003.52,0,25
1,2018-06-28 08:11:25,0,23,23.54,87,428,1003.50,0,24
2,2018-06-28 08:11:29,0,23,23.56,87,426,1003.53,0,24
3,2018-06-28 08:11:34,0,23,23.57,87,426,1003.46,0,25
4,2018-06-28 08:11:38,0,23,23.59,86,423,1003.56,0,25
5,2018-06-28 08:11:42,0,23,23.61,86,426,1003.53,0,25
6,2018-06-28 08:11:47,0,24,23.63,86,426,1003.56,0,24
7,2018-06-28 08:11:51,0,24,23.65,86,424,1003.53,0,24
8,2018-06-28 08:11:55,0,24,23.67,86,423,1003.54,0,25
9,2018-06-28 08:12:00,0,24,23.70,85,422,1003.57,0,25
10,2018-06-28 08:12:04,0,24,23.71,85,422,1003.57,0,25
11,2018-06-28 08:12:08,0,24,23.74,85,421,1003.54,0,25
12,2018-06-28 08:12:13,0,24,23.76,84,421,1003.45,0,25
13,2018-06-28 08:12:17,0,24,23.79,84,420,1003.49,0,25
14,2018-06-28 08:12:21,0,24,23.80,84,419,1003.49,0,25
15,2018-06-28 08:12:26,0,24,23.83,84,419,1003.55,0,25
16,2018-06-28 08:12:30,0,24,23.86,84,419,1003.56,0,25
17,2018-06-28 08:12:34,0,24,23.89,83,418,1003.53,0,25
18,2018-06-28 08:12:39,0,24,23.92,83,417,1003.53,0,25
19,2018-06-28 08:12:43,0,24,23.95,83,417,1003.51,0,25
20,2018-06-28 08:12:47,0,24,23.98,83,416,1003.47,0,25
21,2018-06-28 08:12:52,0,24,24.01,83,416,1003.54,0,25
22,2018-06-28 08:12:56,0,24,24.03,83,416,1003.51,0,25
23,2018-06-28 08:13:00,0,24,24.05,82,415,1003.52,0,25
24,2018-06-28 08:13:05,0,24,24.10,82,415,1003.49,0,25
25,2018-06-28 08:13:09,0,24,24.12,82,415,1003.55,0,25
26,2018-06-28 08:13:13,0,24,24.15,82,415,1003.50,0,25
27,2018-06-28 08:13:18,0,24,24.19,82,415,1003.46,0,25
28,2018-06-28 08:13:22,0,24,24.22,82,415,1003.53,0,25
29,2018-06-28 08:13:26,0,24,24.24,81,414,1003.53,0,25
30,2018-06-28 08:13:32,0,24,24.28,81,414,1003.51,0,25
31,2018-06-28 08:13:35,0,24,24.31,81,414,1003.51,0,26
32,2018-06-28 08:13:39,0,24,24.34,81,414,1003.54,0,25
